Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	taxon	definition	definition source	Last Updated	created	term editor	Exact Synonym	Related synonym	Broad Synonym	Narrow Synonym	British english syn.	Italian syn.	French syn.	german syn.	spanish syn.	portuguese syn.	see also	curation status	comment	image	Curation notes	term requested
ID	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|		AL IAO:0000115@en	A IAO:0000119 SPLIT=|		AT dcterms:date^^xsd:dateTime	AT IAO:0000117^^rdfs:anyURI SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasRelatedSynonym@en SPLIT=|	AL oboInOwl:hasBroadSynonym@en SPLIT=|	AL oboInOwl:hasNarrowSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@en-BR SPLIT=|	AL oboInOwl:hasExactSynonym@it SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	AL oboInOwl:hasExactSynonym@ge SPLIT=|	AL oboInOwl:hasExactSynonym@es SPLIT=|	AL oboInOwl:hasExactSynonym@pt SPLIT=|	A rdfs:seeAlso SPLIT=|	AI IAO:0000114	AL rdfs:comment@en	AI schema:image		
FOODON:03414547	mushroom fruitbody	bearded tooth mushroom	'fruitbody' and ('in taxon' some 'Hericium erinaceus' and 'in taxon' only 'Hericium erinaceus')		Hericium erinaceus	A fruitbody of a Hericium erinaceus fungus.	https://en.wikipedia.org/wiki/Hericium_erinaceus				lion's mane | pom-pom															
FOODON:03412522	mushroom fruitbody	wood blewit	'fruitbody' and ('in taxon' some 'Clitocybe nuda' and 'in taxon' only 'Clitocybe nuda')		Clitocybe nuda	A fruitbody of a Clitocybe nuda fungus.	https://en.wikipedia.org/wiki/Clitocybe_nuda				lepista nuda | tricholoma nudum															
FOODON:03412073	mushroom fruitbody	blusher mushroom	'fruitbody' and ('in taxon' some 'Amanita rubescens' and 'in taxon' only 'Amanita rubescens')		Amanita rubescens	A fruitbody of Amanita rubescens.	https://en.wikipedia.org/wiki/Blusher																			
FOODON:03000430	mushroom fruitbody	Boletus mushroom	'fruitbody' and ('in taxon' some 'Boletus' and 'in taxon' only 'Boletus')		Boletus	A fruitbody of Boletus.	https://en.wikipedia.org/wiki/Boletus																			
FOODON:03414538	Boletus mushroom	pine bolete	'fruitbody' and ('in taxon' some 'Boletus pinophilus' and 'in taxon' only 'Boletus pinophilus')		Boletus pinophilus	A fruitbody of a Boletus pinophilus fungus.	https://en.wikipedia.org/wiki/Boletus_pinophilus				pinewood king bolete | pine cep															
FOODON:03412737	Boletus mushroom	red boletus	'fruitbody' and ('in taxon' some 'Leccinum aurantiacum' and 'in taxon' only 'Leccinum aurantiacum')		Leccinum aurantiacum	A fruitbody of a Leccinum aurantiacum fungus.	https://en.wikipedia.org/wiki/Leccinum_aurantiacum				red-capped scaber stalk | boletus rufus															
FOODON:03412738	Boletus mushroom	rough stemmed boletus	'fruitbody' and ('in taxon' some 'Leccinum scabrum' and 'in taxon' only 'Leccinum scabrum')		Leccinum scabrum	A fruitbody of a Leccinum scabrum fungus.	https://en.wikipedia.org/wiki/Leccinum_scabrum				birch boletus |scaber stalk															
FOODON:03412260	Boletus mushroom	slippery jack mushroom	'fruitbody' and ('in taxon' some 'Suillus luteus' and 'in taxon' only 'Suillus luteus')		Suillus luteus	A fruitbody of a Suillus luteus fungus.	https://en.wikipedia.org/wiki/Suillus_luteus				ringed boletus | sticky bun mushroom															
FOODON:03412033	Boletus mushroom	porcini mushroom	'fruitbody' and ('in taxon' some 'Boletus edulis' and 'in taxon' only 'Boletus edulis')		Boletus edulis	A fruitbody of a Boletus edulis fungus.	https://en.wikipedia.org/wiki/Boletus_edulis				steinpilz | cep | penny bun | porcino | porcini | king boletus | yellow boletus															
FOODON:03414539	Boletus mushroom	summer bolete	'fruitbody' and ('in taxon' some 'Boletus reticulatus' and 'in taxon' only 'Boletus reticulatus')		Boletus reticulatus	A fruitbody of a boletus reticulatus fungus.	https://en.wikipedia.org/wiki/Boletus_reticulatus				summer cep															
FOODON:03414537	mushroom fruitbody	caesar's mushroom	'fruitbody' and ('in taxon' some 'Amanita caesarea' and 'in taxon' only 'Amanita caesarea')		Amanita caesarea	A fruitbody of an Amanita caesarea fungus.	https://en.wikipedia.org/wiki/Amanita_caesarea				caesar's amanita															
FOODON:03414184	mushroom fruitbody	cauliflower fungus	'fruitbody' and ('in taxon' some 'Sparassis crispa' and 'in taxon' only 'Sparassis crispa')		Sparassis crispa	A fruitbody of a Sparassis crispa fungus.	https://en.wikipedia.org/wiki/Sparassis_crispa				hanabiratake															
FOODON:00003529	mushroom fruitbody	chanterelle mushroom	'fruitbody' and 'in taxon' some Cantharellus		Cantharellus	A fruitbody of a genus of popular edible mushrooms, commonly known as chanterelles, a name which can also refer to the type species, Cantharellus cibarius.	https://en.wikipedia.org/wiki/Cantharellus				chanterelles															
FOODON:00004252	chanterelle mushroom	chanterelle mushroom (raw)																								
FOODON:03411569	chanterelle mushroom	golden chanterelle	'fruitbody' and ('in taxon' some 'Cantharellus cibarius' and 'in taxon' only 'Cantharellus cibarius')		Cantharellus cibarius	A fruitbody of a Cantharellus cibarius fungus.	https://en.wikipedia.org/wiki/Cantharellus_cibarius				autumn chanterelle | chanterelle jaune | craterellus lutescens | yellow foot | girolle															
FOODON:03414543	chanterelle mushroom	trumpet chanterelle	'fruitbody' and ('in taxon' some 'Craterellus tubaeformis' and 'in taxon' only 'Craterellus tubaeformis')		Craterellus tubaeformis	A fruitbody of a Craterellus tubaeformis fungus.	https://en.wikipedia.org/wiki/Craterellus_tubaeformis				craterellus tubaeformis | yellowfoot | winter mushroom |  funnel chanterelle															
FOODON:03414540	chanterelle mushroom	pale chanterelle	'fruitbody' and ('in taxon' some 'Cantharellus pallens' and 'in taxon' only 'Cantharellus pallens')		Cantharellus pallens	A fruitbody of a Cantharellus pallens fungus.	https://en.wikipedia.org/wiki/Cantharellus_pallens																			
FOODON:03414178	mushroom fruitbody	collared stinkhorn	'fruitbody' and ('in taxon' some 'Phallus duplicatus' and 'in taxon' only 'Phallus duplicatus')		Phallus duplicatus	A fruitbody of a Phallus duplicatus fungus.	https://en.wikipedia.org/wiki/Phallus_duplicatus																			
FOODON:03414182	mushroom fruitbody	coral tooth mushroom	'fruitbody' and ('in taxon' some 'Hericium coralloides' and 'in taxon' only 'Hericium coralloides')		Hericium coralloides	A fruitbody of a Hericium coralloides fungus.	https://en.wikipedia.org/wiki/Hericium_coralloides				coral hydnum | hericium | coralloides | coral tooth fungus															
FOODON:03412507	mushroom fruitbody	enoki mushroom	'fruitbody' and ('in taxon' some 'Flammulina velutipes' and 'in taxon' only 'Flammulina velutipes')		Flammulina velutipes	A fruitbody of a Flammulina velutipes fungus.	https://en.wikipedia.org/wiki/Enokitake				enoki | enoki-take | golden needle mushroom | velvet foot | velvet shank | velvet stem | winter mushroom | futu mushroom | futu | lily mushroom															
FOODON:03412023	mushroom fruitbody	field mushroom	'fruitbody' and ('in taxon' some 'Agaricus campestris' and 'in taxon' only 'Agaricus campestris')		Agaricus campestris	A fruitbody of a Agaricus campestris fungus.	https://en.wikipedia.org/wiki/Agaricus_campestris				meadow mushroom															
FOODON:03414536	mushroom fruitbody	forest lamb	'fruitbody' and ('in taxon' some 'Albatrellus ovinus' and 'in taxon' only 'Albatrellus ovinus')		Albatrellus ovinus	A fruitbody of an Albatrellus ovinus fungus.	https://en.wikipedia.org/wiki/Albatrellus_ovinus				sheep polypore															
FOODON:03414180	mushroom fruitbody	green oyster	'fruitbody' and ('in taxon' some 'Sarcomyxa serotina' and 'in taxon' only 'Sarcomyxa serotina')		Sarcomyxa serotina	A fruitbody of a Sarcomyxa serotina fungus.	https://en.wikipedia.org/wiki/Panellus_serotinus				panellus serotinus | late fall oyster | mukitake															
FOODON:03414253	mushroom fruitbody	gypsy mushroom	'fruitbody' and ('in taxon' some 'Cortinarius caperatus' and 'in taxon' only 'Cortinarius caperatus')		Cortinarius caperatus	A fruitbody of a Cortinarius caperatus fungus.	https://en.wikipedia.org/wiki/Cortinarius_caperatus																			
FOODON:03414541	mushroom fruitbody	horn of plenty	'fruitbody' and ('in taxon' some 'Craterellus cornucopioides' and 'in taxon' only 'Craterellus cornucopioides')		Craterellus cornucopioides	A fruitbody of a Craterellus cornucopioides fungus.	https://en.wikipedia.org/wiki/Craterellus_cornucopioides				black chanterelle | black trumpet | cantharellus cornucopioides															
FOODON:03414535	mushroom fruitbody	horse mushroom	'fruitbody' and ('in taxon' some 'Agaricus arvensis' and 'in taxon' only 'Agaricus arvensis')		Agaricus arvensis	A fruitbody of a Agaricus arvensis fungus.	https://en.wikipedia.org/wiki/Agaricus_arvensis																			
FOODON:03412022	mushroom fruitbody	inky cap mushroom	'fruitbody' and ('in taxon' some 'Coprinopsis atramentaria' and 'in taxon' only 'Coprinopsis atramentaria')		Coprinopsis atramentaria	A fruitbody of a Coprinopsis atramentaria fungus.	https://en.wikipedia.org/wiki/Coprinopsis_atramentaria				coprinus atramentarius | common inkcap  | Inky cap															
FOODON:03412076	mushroom fruitbody	magic mushroom	'fruitbody' and ('in taxon' some 'Psilocybe semilanceata' and 'in taxon' only 'Psilocybe semilanceata')		Psilocybe semilanceata	A fruitbody of a Psilocybe semilanceata fungus.	https://en.wikipedia.org/wiki/Psilocybe_semilanceata				liberty cap															
FOODON:03413726	mushroom fruitbody	maitake mushroom	'fruitbody' and ('in taxon' some 'Grifola frondosa' and 'in taxon' only 'Grifola frondosa')		Grifola frondosa	A fruitbody of a Grifola frondosa fungus.	https://en.wikipedia.org/wiki/Grifola_frondosa				hen-of-the-woods | ram's head | sheep's head															
FOODON:00004254	maitake mushroom	maitake mushroom (raw)				A raw maitake mushroom.																				
FOODON:03412074	mushroom fruitbody	milk mushroom	'fruitbody' and 'in taxon' some 'Lactarius <basidiomycete fungi>'		Lactarius <basidiomycete fungi>	A fruitbody of a Lactarius fungus.					lactarius spp.															
FOODON:03412075	milk mushroom	fenugreek milkcap	'fruitbody' and ('in taxon' some 'Lactarius helvus' and 'in taxon' only 'Lactarius helvus')		Lactarius helvus	A fruitbody of a Lactarius helvus fungus.	https://en.wikipedia.org/wiki/Lactarius_helvus				lactarius aquifluus															
FOODON:03412740	milk mushroom	saffron milkcap	'fruitbody' and ('in taxon' some 'Lactarius deliciosus' and 'in taxon' only 'Lactarius deliciosus')		Lactarius deliciosus	A fruitbody of a Lactarius deliciosus fungus.	https://en.wikipedia.org/wiki/Lactarius_deliciosus				orange agaric | red pine mushroom															
FOODON:03414173	mushroom fruitbody	nameko mushroom	'fruitbody' and ('in taxon' some 'Pholiota microspora' and 'in taxon' only 'Pholiota microspora')		Pholiota microspora	A fruitbody of a Pholiota microspora fungus.	https://en.wikipedia.org/wiki/Pholiota_microspora				pholiota nameko | nameko															
FOODON:03411632	mushroom fruitbody	oyster mushroom genus	'fruitbody' and ('in taxon' some 'Pleurotus' and 'in taxon' only 'Pleurotus')		Pleurotus	A fruitbody of Pleurotus genus fungus.	https://en.wikipedia.org/wiki/Pleurotus				pleurotus spp.															
FOODON:00004257																										
FOODON:03411645	oyster mushroom genus	abalone mushroom	'fruitbody' and ('in taxon' some 'Pleurotus cystidiosus' and 'in taxon' only 'Pleurotus cystidiosus')		Pleurotus cystidiosus	A fruitbody of a Pleurotus cystidiosus fungus.					white elf															
FOODON:03414552	oyster mushroom genus	golden oyster mushroom	'fruitbody' and ('in taxon' some 'Pleurotus citrinopileatus' and 'in taxon' only 'Pleurotus citrinopileatus')		Pleurotus citrinopileatus	A fruitbody of a Pleurotus citrinopileatus fungus.	https://en.wikipedia.org/wiki/Pleurotus_citrinopileatus																			
FOODON:03414177	oyster mushroom genus	Lentinus sajor-caju (fruitbody)	'fruitbody' and 'in taxon' some 'Lentinus sajor-caju'		Lentinus sajor-caju	A fruitbody of a Pleurotus sajor-caju fungus.	https://en.wikipedia.org/wiki/Lentinus_sajor-caju				pleurotus sajor-caju															
FOODON:03413743	oyster mushroom genus	king oyster mushroom	'fruitbody' and ('in taxon' some 'Pleurotus eryngii' and 'in taxon' only 'Pleurotus eryngii')		Pleurotus eryngii	A fruitbody of a Pleurotus eryngii  fungus.	https://en.wikipedia.org/wiki/Pleurotus_eryngii				king trumpet mushroom | French horn mushroom | king brown mushroom | boletus of the steppes | trumpet royale															
FOODON:03413796	oyster mushroom genus	pearl oyster mushroom	'fruitbody' and ('in taxon' some 'Pleurotus ostreatus' and 'in taxon' only 'Pleurotus ostreatus')		Pleurotus ostreatus	A fruitbody of a Pleurotus ostreatus fungus.	https://en.wikipedia.org/wiki/Pleurotus_ostreatus				 oyster mushroom | oyster fungus															
FOODON:03414553	oyster mushroom genus	pink oyster mushroom	'fruitbody' and ('in taxon' some 'Pleurotus djamor' and 'in taxon' only 'Pleurotus djamor')		Pleurotus djamor	A fruitbody of a Pleurotus djamor fungus.	https://en.wikipedia.org/wiki/Pleurotus_djamor																			
FOODON:03414172	oyster mushroom genus	white oyster mushroom	'fruitbody' and ('in taxon' some 'Pleurotus floridanus' and 'in taxon' only 'Pleurotus floridanus')		Pleurotus floridanus	A fruitbody of a Pleurotus floridanus   fungus.	FoodOn																			
FOODON:03414550	mushroom fruitbody	parasol mushroom	'fruitbody' and ('in taxon' some 'Macrolepiota procera' and 'in taxon' only 'Macrolepiota procera')		Macrolepiota procera	A fruitbody of a Macrolepiota procera  fungus.	https://en.wikipedia.org/wiki/Macrolepiota_procera																			
FOODON:03412361	mushroom fruitbody	reishi mushroom	'fruitbody' and ('in taxon' some 'Ganoderma lingzhi' and 'in taxon' only 'Ganoderma lingzhi')		Ganoderma lingzhi	A fruitbody of a Ganoderma lingzhi fungus.	https://en.wikipedia.org/wiki/Lingzhi_(mushroom)				ganoderma lucidum | lacquered bracket | lingzhi mushroom															
FOODON:03414179	mushroom fruitbody	rooting shank	'fruitbody' and ('in taxon' some 'Hymenopellis radicata' and 'in taxon' only 'Hymenopellis radicata')		Hymenopellis radicata	A fruitbody of a Hymenopellis radicata  fungus.	https://en.wikipedia.org/wiki/Xerula_radicata				xerula radicata | deep root mushroom | tsuetake															
FOODON:03414944	mushroom fruitbody	scotch bonnet	'fruitbody' and ('in taxon' some 'Marasmius oreades' and 'in taxon' only 'Marasmius oreades')		Marasmius oreades	A fruitbody of a Marasmius oreades fungus.	https://en.wikipedia.org/wiki/Marasmius_oreades				fairy ring champignon															
FOODON:03414181	mushroom fruitbody	shaggy inc cap	'fruitbody' and ('in taxon' some 'Coprinus comatus' and 'in taxon' only 'Coprinus comatus')		Coprinus comatus	A fruitbody of a Coprinus comatus fungus.	https://en.wikipedia.org/wiki/Coprinus_comatus				shaggy ink cap | lawyer's wig | shaggy mane  | sasakurehitoyotake															
FOODON:03411635	mushroom fruitbody	shiitake mushroom	'fruitbody' and ('in taxon' some 'Lentinula edodes' and 'in taxon' only 'Lentinula edodes')		Lentinula edodes	A fruitbody of a Lentinula edodes fungus.	https://en.wikipedia.org/wiki/Shiitake				lentinus edodes | shii-take | black forest mushroom | black mushroom |forest mushroom															
FOODON:00004258	shiitake mushroom	shiitake mushroom (raw)				A raw shiitake mushroom.	https://en.wikipedia.org/wiki/Shiitake																			
FOODON:03414176	mushroom fruitbody	shimeji mushroom				A group of edible mushrooms native to East Asia, but also found in northern Europe. The term shimeji is a general term of mushrooms of small to medium size.	https://en.wikipedia.org/wiki/Shimeji				bunapi-shimeji | bunashimeji | buna-shimeji | daikokushimeji | honshimeji | hon-shimeji | hypsizygus marmoreus | hypsizygus tesselatus | lyophyllaceae | lyophyllus shimeji | senbonshimeji															
FOODON:03413744	shimeji mushroom	brown beech mushroom	'fruitbody' and ('in taxon' some 'Hypsizygus tessulatus' and 'in taxon' only 'Hypsizygus tessulatus')		Hypsizygus tessulatus	A fruitbody of a Hypsizygus tessulatus fungus.	https://en.wikipedia.org/wiki/Hypsizygus_tessellatus				beech mushroom | brown beech | brown clamshell mushrooms | brown shimeji | bunashimeji | buna-shimeji															
FOODON:03414185	shimeji mushroom	elm oyster	'fruitbody' and ('in taxon' some 'Hypsizygus ulmarius' and 'in taxon' only 'Hypsizygus ulmarius')		Hypsizygus ulmarius	A fruitbody of a Hypsizygus ulmarius  fungus.	https://en.wikipedia.org/wiki/Hypsizygus				elm leech | shirotamogidake															
FOODON:03414534	shimeji mushroom	hon-shimeji	'fruitbody' and ('in taxon' some 'Lyophyllum shimeji' and 'in taxon' only 'Lyophyllum shimeji')		Lyophyllum shimeji	A fruitbody of a Lyophyllum shimeji fungus.	https://en.wikipedia.org/wiki/Shimeji				honshimeji															
FOODON:03414533	shimeji mushroom	white beech mushroom	'fruitbody' and 'has quality' some 'white' and  'in taxon' some 'Hypsizygus tessulatus'		Hypsizygus tessulatus	A white fruitbody variety of a Hypsizygus tessulatus fungus.	https://www.uniprot.org/proteomes/UP000076154				bunapishimeji | bunapi-shimeji | white beech | white clamshell mushroom | white shimeji															
FOODON:03414170	mushroom fruitbody	snow fungus	'fruitbody' and ('in taxon' some 'Tremella fuciformis' and 'in taxon' only 'Tremella fuciformis')		Tremella fuciformis	A fruitbody of a Tremella fuciformis fungus.	https://en.wikipedia.org/wiki/Tremella_fuciformis				snow ear | silver ear fungus | silver ear | white jelly | white jelly mushroom															
FOODON:03414171	mushroom fruitbody	south polar fungus	'fruitbody' and ('in taxon' some 'Agrocybe cylindracea' and 'in taxon' only 'Agrocybe cylindracea')		Agrocybe cylindracea	A fruitbody of an Agrocybe cylindracea fungus.	https://en.wikipedia.org/wiki/Cyclocybe_aegerita																			
FOODON:03414555	mushroom fruitbody	spicy knight mushroom	'fruitbody' and ('in taxon' some 'Tricholoma matsutake' and 'in taxon' only 'Tricholoma matsutake')		Tricholoma matsutake	A fruitbody of a Tricholoma matsutake fungus.	https://en.wikipedia.org/wiki/Matsutake				tricholoma nauseosum | matsutake | matsu-take | pine mushroom															
FOODON:03414175	mushroom fruitbody	spring mushroom	'fruitbody' and ('in taxon' some 'Agaricus bitorquis' and 'in taxon' only 'Agaricus bitorquis')		Agaricus bitorquis	A fruitbody of a Agaricus bitorquis fungus.	https://en.wikipedia.org/wiki/Agaricus_bitorquis				pavement mushroom															
FOODON:03414187	mushroom fruitbody	st. george's mushroom	'fruitbody' and ('in taxon' some 'Calocybe gambosa' and 'in taxon' only 'Calocybe gambosa')		Calocybe gambosa	A fruitbody of a Calocybe gambosa fungus.	https://en.wikipedia.org/wiki/Calocybe_gambosa				kishimejizoku															
FOODON:03411637	mushroom fruitbody	straw mushroom	'fruitbody' and ('in taxon' some 'Volvariella volvacea' and 'in taxon' only 'Volvariella volvacea')		Volvariella volvacea	A fruitbody of a Volvariella volvacea fungus.	https://en.wikipedia.org/wiki/Volvariella_volvacea				paddy straw mushroom | volvaria volvacea															
FOODON:03414549	mushroom fruitbody	terracotta hedgehog	'fruitbody' and ('in taxon' some 'Hydnum rufescens' and 'in taxon' only 'Hydnum rufescens')		Hydnum rufescens	A fruitbody of a Hydnum rufescens fungus.	https://en.wikipedia.org/wiki/Hydnum_rufescens																			
FOODON:03414186	mushroom fruitbody	tiger saw-gill	'fruitbody' and ('in taxon' some 'Lentinus tigrinus' and 'in taxon' only 'Lentinus tigrinus')		Lentinus tigrinus	A fruitbody of a entinus tigrinus  fungus.	https://en.wikipedia.org/wiki/Lentinus_tigrinus				kegawatake															
FOODON:03412117	mushroom fruitbody	white lepiota	'fruitbody' and ('in taxon' some 'Leucoagaricus leucothites' and 'in taxon' only 'Leucoagaricus leucothites')		Leucoagaricus leucothites	A fruitbody of a Leucoagaricus leucothites fungus.	https://en.wikipedia.org/wiki/Leucoagaricus_leucothites				lepiota naucina | leucoagaricus naucinus | smooth lepiota | white dapperling | white agaricus mushroom															
FOODON:03414548	mushroom fruitbody	wood hedgehog	'fruitbody' and ('in taxon' some 'Hydnum repandum' and 'in taxon' only 'Hydnum repandum')		Hydnum repandum	A fruitbody of a Hydnum repandum fungus.	https://en.wikipedia.org/wiki/Hydnum_repandum				sweet tooth | hedgehog mushroom | hedgehog | pied de mouton															
FOODON:03414183	mushroom fruitbody	yellow brain fungus	'fruitbody' and ('in taxon' some 'Tremella mesenterica ' and 'in taxon' only 'Tremella mesenterica ')		Tremella mesenterica 	A fruitbody of a Tremella mesenterica  fungus.	https://en.wikipedia.org/wiki/Tremella_mesenterica				koganenikawatake | yellow brain | golden jelly fungus| yellow trembler															
FOODON:03000216	mushroom fruitbody	jelly ear (raw)	'mushroom fruitbody' and ('in taxon' some 'Auricularia auricula-judae' and 'in taxon' only 'Auricularia auricula-judae')			A raw jelly ear fungus fruitbody.	https://en.wikipedia.org/wiki/Auricularia_auricula-judae		2022-04-06T16:29:22Z	https://orcid.org/0000-0001-5275-8866																
FOODON:00003496	rosette	spinach head	'rosette' and ('in taxon' some 'Spinacia oleracea' and 'in taxon' only 'Spinacia oleracea')		Spinacia oleracea	A rosette of a spinach plant (Spinacia oleracea)			2020-10-13T06:21:32	https://orcid.org/0000-0001-5275-8866	spinach															
FOODON:00003495	rosette leaf	spinach leaf (whole)	'rosette leaf' and ('in taxon' some 'Spinacia oleracea' and 'in taxon' only 'Spinacia oleracea')		Spinacia oleracea	A rosette leaf of a spinach plant (Spinacia oleracea)					spinach leaf															
FOODON:00003497	spinach food product	spinach bunch	'object aggregate' and 'has member' some 'spinach head' and 'has member' only 'spinach head' and 'has quality' some 'food (raw)'			A bunch of raw spinach heads and / or leaves.					spinach bundle															
